id,target,comment,label,language,source
80584,Les décisions de la Cour européenne des droits de l’homme (CrEDH) sont contraignantes pour la Suisse. Trouvez-vous cela juste?,Les autorités suisses devraient toutefois faire preuve parfois de moins de zèle et de juridisme excessif à vouloir appliquer de manière anticipée la jurisprudence européenne.,FAVOR,fr,X-Stance
81270,Une deuxième langue nationale devrait-elle être enseignée à l’école primaire dans tous les cantons?,"La capacité à communiquer avec nos concitoyens est le ciment de notre société et doit être encourager. 

C'est une richesse culturelle qu'il faut soutenir.",FAVOR,fr,X-Stance
81272,Seriez-vous favorable à l'introduction d'un quota de femmes au sein des conseils d'administration et des directions des entreprises cotées en bourse?,Le concept de quota est contraire au principe d'égalité des chances.,AGAINST,fr,X-Stance
81275,Une initiative populaire demande la sortie de l'énergie nucléaire d'ici à 2029. Y êtes-vous favorable?,"Le délai devrait être plus flexible.

La sortie du nucléaire n'est par contre pas remise en question.",AGAINST,fr,X-Stance
82049,Seriez-vous favorable à une augmentation de la franchise minimale de l’assurance maladie obligatoire (LAMal) de 300 à 500 CHF?,"Les assurés doivent être responsabilisés. Ainsi, le recours au médecin et au pharmacien sera diminué en conséquence",FAVOR,fr,X-Stance
82145,Approuveriez-vous la mise en place du don d’organe automatique (consentement présumé) en Suisse?,Les personnes peuvent faire part de leur refus si ils sont contre le don. La liberté individuelle est sauvegardée.,FAVOR,fr,X-Stance
82329,"Seriez-vous favorable à la mise en place d’un service citoyen général obligatoire (service militaire, service civil prolongé ou engagement milicien dans la commune) pour les hommes et les femmes?",A condition qu'il soit accompagné d'autres mesures concrètes réalisant l'égalité femmes-hommes.,FAVOR,fr,X-Stance
82345,Le financement des partis ainsi que celui des campagnes pour les élections et les votations devrait-il être complètement transparent?,"Il est juste que les comptes puissent être audités. Par contre, la majorité des Suisses tiennent à rester anonymes dans les causes qu'ils soutiennent.",AGAINST,fr,X-Stance
82641,Les couples mariés devraient-ils être taxés en tant que personnes individuelles (imposition individuelle)?,"Un couple forme une communauté économique. Par contre, il ne doit pas être désavantagé par rapport aux couples concubins.",AGAINST,fr,X-Stance
82750,Est-il nécessaire de fermer davantage d’hôpitaux en Suisse pour réduire les coûts de la santé?,"Au contraire, le service public hospitalier doit être renforcé!",AGAINST,fr,X-Stance
83136,Seriez-vous favorable à l'introduction d'un quota de femmes au sein des conseils d'administration et des directions des entreprises cotées en bourse?,Il y a d'autres solutions au plafond de verre qui évitent d'étiqueter des personnes selon leur sexe.,AGAINST,fr,X-Stance
84990,La naturalisation devrait-elle être facilitée aux étrangers de la troisième génération?,les étrangers nés en Suisse devraient pouvoir bénéficier d'une présomption d'intégration. Mais cette naturalisation devrait intervenir avant la 18ème année.,FAVOR,fr,X-Stance
85170,Seriez-vous favorable à une augmentation de la franchise minimale de l’assurance maladie obligatoire (LAMal) de 300 à 500 CHF?,Je suis favorable à une réforme complète du système avec une caisse unique et sans franchise....,AGAINST,fr,X-Stance
86515,Une initiative populaire exige que la surface totale des zones à bâtir en Suisse soit limitée à l’état actuel. Soutenez-vous cette initiative?,C'est une solution trop radicale qui ne tient pas compte des particularités régionales. Certaines régions (lémanique par exemple) se développent plus vite - et parfois plus tard - que d'autres et doivent être traitées différemment,AGAINST,fr,X-Stance
88124,"Une vaccination obligatoire des enfants, basée sur le plan de vaccination suisse, devrait-elle être instaurée?","J'aime pas trop les obligations, mais la plupart des vaccin sont quand-même à conseiller pour nos enfants et ceux des autres",FAVOR,fr,X-Stance
88125,"Les traitements médicaux par méthodes complémentaires (alternative) doivent-ils continuer à être pris en charge, après 2017, par l’assurance maladie obligatoire (LAMal)?","S'il y a preuve que ceux qui utilisent ces méthodes diminuent les frais de la médecine traditionelle, pourquoi-pas?",FAVOR,fr,X-Stance
88578,Une initiative populaire exige que la surface totale des zones à bâtir en Suisse soit limitée à l’état actuel. Soutenez-vous cette initiative?,L'aménagement du territoire doit rester de la compétence des cantons et des communes.,AGAINST,fr,X-Stance
88694,Les permis de séjour des migrants et migrantes non ressortissants des Etats membres de l’UE/AELE devraient-ils être obligatoirement liés au respect de la Convention d’intégration?,"Je n'aime pas l'idée de contrainte: on n'intègre pas quelqu'un de force. Par contre, des conventions d'intégration non contraignantes pourraient être intéressantes, si elles permettent d'instaurer un dialogue et incitent et accompagner positivement les étrangers vers l'intégration.",AGAINST,fr,X-Stance
88708,La politique régionale de la Confédération doit-elle se concentrer davantage sur le développement économique dans les villes et les agglomérations?,"L'objectif de la politique régionale est en principe de soutenir le développement des régions périphériques. On peut tout à fait soutenir les villes et les agglomérations, mais alors il faut le faire avec d'autres instruments ciblés et adaptés et, comme pour la politique régionale, soumettre ces soutiens à des critères de durabilité.",AGAINST,fr,X-Stance
88710,Êtes-vous en faveur d'une libéralisation complète des horaires d'ouverture des magasins (fixation des horaires d'ouverture selon leur propre appréciation)?,"Je suis par contre favorable à une certaine flexibilité pour les magasins de petite taille, comme cela se pratique par exemple à Lausanne. De manière générale, avec la possibilité de faire ses achats on-line, il est moins nécessaire qu'avant d'avoir en permanence des magasins ouverts.",AGAINST,fr,X-Stance
89092,Êtes-vous favorable à l’adaptation des directives de l’aide sociale qui prévoit une réduction des prestations pour les familles nombreuses et les jeunes adultes?,"Réduire les prestations en cours de route, pour les familles qui ont déjà plusieurs enfants, ne me paraît pas correct. Si les règles doivent être durcies, qu'elles le soient pour les familles à venir. 
Concernant la prise en charge des jeunes, il faut valoriser le fait d'avoir un travail : c'est une condition indispensable pour trouver sa place dans la société et être un citoyen libre et responsable.",AGAINST,fr,X-Stance
89095,"Une vaccination obligatoire des enfants, basée sur le plan de vaccination suisse, devrait-elle être instaurée?",Certains vaccins sont superflus et présentés comme indispensables par le lobby pharmaceutique (pappilo-virus).,AGAINST,fr,X-Stance
89274,L'importation facilitée des denrées alimentaires provenant de l'UE (principe du Cassis de Dijon) devrait-elle être exclue?,"Le principe du cassis de Dijon contribue à soulager la pression sur les bas et moyens revenus en faisant baisser certains prix. Parallèlement, cela pousse les producteurs suisses (pas nécessairement compétitifs niveau prix) à se démarquer grâce à la qualité de leurs produits.",AGAINST,fr,X-Stance
89328,"La Suisse devrait-elle accueillir plus de groupes de réfugiés (contingents de réfugiés), provenant directement de zone de crise, et pour lesquels le Haut Commissariat des Nations Unies pour les réfugiés (HCR) recherche des pays d'accueil?",On ne peut pas en même temps économiser sur l'aide au développement et en même temps se désolidariser des réfugiés qui fuient des zones de guerres.,FAVOR,fr,X-Stance
89494,Les couples mariés devraient-ils être taxés en tant que personnes individuelles (imposition individuelle)?,"Cette inégalité doit être abrogée une fois pour toute, car même avec les déductions pour couple marié, avec 2 salaires à 100%, ceux ci-sont pénalisés fiscalement par les taux de progression non linéaire.",FAVOR,fr,X-Stance
90228,"Selon vous, la baisse des impôts au niveau fédéral représente-elle une priorité pour les quatre prochaines années?",Les baisses d'impôt ont pour conséquences des baisses de prestations.,AGAINST,fr,X-Stance
90301,"D'après le concept de l'école intégrative, les enfants avec des difficultés d'apprentissage ou des handicaps sont, en principe, intégrés à des classes normales. Approuvez-vous cette approche?","Pour autant que les moyens d'intégration soit effectivement mis en oeuvre. Dans le cas contraire, il vaut mieux l'éviter pour le bien de tous.",FAVOR,fr,X-Stance
91166,Approuveriez-vous une interdiction générale de publicité pour l’alcool et le tabac?,"Limiter la publicité sur ces produits considérés comme néfastes relèvent du bon sens, particulièrement pour les publicités ayant comme public-cibles les jeunes.",FAVOR,fr,X-Stance
109077,L'acquisition d'une propriété d'habitation habitée par le propriétaire lui-même doit-elle être encouragée de manière plus importante grâce à des déductions d'impôts pour l'épargne logement?,Il serait judicieux qu'un plus grand nombre de concitoyens puissent accéder à la propriété de leur logement,FAVOR,fr,X-Stance
109151,Seriez-vous favorables à ce que l'euthanasie active directe soit légalement possible par le biais d'un médecin en Suisse?,Pour autant que le patient aie encore sa capacité de discernement.,FAVOR,fr,X-Stance
110920,Seriez-vous favorable à une augmentation de la franchise minimale de l’assurance maladie obligatoire (LAMal) de 300 à 500 CHF?,Un maximum de flexibilité est souhaitable dans le domaine de la LAMal.,AGAINST,fr,X-Stance
111515,Les permis de séjour des migrants et migrantes non ressortissants des Etats membres de l’UE/AELE devraient-ils être obligatoirement liés au respect de la Convention d’intégration?,"Dans les faits, les permis de séjour sont liés à une intégration réussie (ou en cours). La Convention d'intégration au sens formel ne constitue qu'un élément permettant d'évaluer l'intégration effective d'un migrant.",FAVOR,fr,X-Stance
112320,Êtes-vous pour une libéralisation complète des horaires d'ouverture des magasins (les commerces peuvent fixer les horaires d'ouverture selon leur propre appréciation)?,"Il faut penser aux personnes qui travaillent dans ces magasins. On a assez de temps pour consommer et on n'a pas que ça à faire non plus. Les commerces ouverts 24h/24h, c'est juste pour faire consommer la même chose sur une plus grande période et au détriment des vendeurs.",AGAINST,fr,X-Stance
113712,La Suisse doit-elle accueillir plus de groupes de réfugiés (contingents de réfugiés) pour lesquels le Haut commissariat pour les réfugiés de l'ONU (UNHCR) recherche des pays d'accueil?,"S'il s'agit de personnes issues de pays en guerre ou de cas humanitaires prouvés, mais d'une manière générale je suis d'avis qu'il faudrait, dans la mesure du possible, aider d'avantage les gens à pouvoir rester dans leur pays et leur culture.",FAVOR,fr,X-Stance
114714,Un congé parental de 24 semaines doit-il être instauré en plus de l'assurance maternité existante?,"Si l'idée paraît séduisante au 1er abord, son financement paraît difficile à assurer à long terme.",AGAINST,fr,X-Stance
114716,L'assurance invalidité n'attribue plus de rentes de l'AI en cas de troubles douloureux non décelables de manière objective (p. ex. après avoir subi un « coup du lapin »). Pensez-vous que cela soit justifié?,Accepter de délivrer une rente sur les seuls dires de la personne touchée autorise tous les abus.,FAVOR,fr,X-Stance
114732,"Le droit pénal des mineurs doit-il, à l'avenir, mettre plus de poids sur l'attribution de peines de détention plus longues dans des établissement fermés plutôt que sur des mesures de resocialisation?",Ces 2 éléments doivent être combinés en fonction des cas particuliers. Toutefois la détention doit rester une vraie alternative lorsque cela est nécessaire.,FAVOR,fr,X-Stance
114856,L'acquisition d'une propriété d'habitation habitée par le propriétaire lui-même doit-elle être encouragée de manière plus importante grâce à des déductions d'impôts pour l'épargne logement?,Cela semble une bonne solution dans la mesure où le financement de l'immobilier en Suisse se base fortement sur l'épargne personnelle. 20% de fonds propres sont exigés! Ce serait bien que la constitution de cette épargne soit privilégiée fiscalement.,FAVOR,fr,X-Stance
117501,Seriez-vous favorable à l'instauration de l'échange automatique d'informations sur les clients bancaires entre la Suisse et les autorités fiscales étrangères?,"Les droits des autorités fiscales étrangères s'arrêtent à la frontière de leur état, sauf ce qui concerne des délits économiques, fiscaux etc. inscrits identiquement dans le droit suisse.",AGAINST,fr,X-Stance
117888,Trouvez-vous juste que certaines prestations médicales de la médecine com-plémentaire (médecine alternative) soient à nouveau remboursées par l'assurance de base?,"Les traitements non controversés tels que la phytothérapie devraient continuer à être remboursés. Par contre, le financement des thérapies fortement connotées philosophiquement telles que l'homéopathie devrait intervenir par le biais des assurances complémentaires facultatives pour éviter le phénomène malsain des solidarités contraintes et inutiles.",AGAINST,fr,X-Stance
118853,Seriez-vous favorables à ce que l'euthanasie active directe soit légalement possible par le biais d'un médecin en Suisse?,"Instaurer cette autorisation légale ouvre la porte soit à des dérives, soit à une technocratie irréalisable. Dans les situations que sa conscience lui impose, il doit demeurer conscient de l'illégalité de son acte.",AGAINST,fr,X-Stance
118856,Soutenez-vous l'initiative populaire qui souhaite que le salaire le plus élevé au sein d'une entreprise ne puisse pas être plus de douze fois supérieur au salaire le plus bas versé par la même entreprise. (initiative 1:12)?,"C'est un vrai problème, qui menace la cohésion sociale. Mais une disposition légale de ce type est trop rigide.",AGAINST,fr,X-Stance
119164,Le financement des partis ainsi que des campagnes électorales devrait-il être complètement transparent?,"Pour autant que les grandes organisations, syndicats et groupes de pressions soient soumis aux même règles que les partis politiques et qu'un organe étatique soit dépositaire des comptes demandés.",FAVOR,fr,X-Stance
119177,L'État devrait-il engager davantage de moyens financiers dans l'intégration des étrangers?,"Si le thème est aujourd'hui central en Suisse, c'est parce que les étrangers d'aujourd'hui ne se sont pas intégrés comme ceux d'hier (immigration du Sud de l'Europe des années 50 à 70). Il me semble normal que l'État fasse son maximum pour favoriser cette intégration.",FAVOR,fr,X-Stance
119190,"Les directives de protection de l'environnement et du paysage doivent-elles être assouplies concernant la construction et l'agrandissement de centrales éoliennes, solaires et hydrauliques?","Mauvaise relecture... Ma réponse est ""plutôt oui""...",AGAINST,fr,X-Stance
119599,Seriez-vous favorables à ce que l'euthanasie active directe soit légalement possible par le biais d'un médecin en Suisse?,"Pour avoir vu ma grand-mère se mourir en plus de quinze ans pour terminer dans un état terrible (impossibilité de parler, de reconnaître qui que se soit, de manger, de se laver,...) je pense que l'euthanasie active voulue dans des dispositions anticipées est une concrétisation de la dignité humaine. Cela ne veut pas dire qu'il faut la pratiquer n'importe comment, des règles strictes et précises doivent être adoptées et respectées.",FAVOR,fr,X-Stance
119848,Les initiatives populaires doivent-elles être invalidées lorsqu'elles dérogent à la convention européenne des droits de l'homme (CEDH)?,Et que ceux qui ne sont pas d'accord avec cela prennent le courage politique de dénoncer la CEDH elle-même (il font des initiatives qui bravent la CEDH mais ils n'ont pas les couilles de montrer clairement ce qu'ils proposent.),FAVOR,fr,X-Stance
121800,Le Conseil fédéral veut introduire des réglementations renforcées  (par ex. prescriptions relatives aux fonds propres) outrepassant les directives internationales courantes concernant le fonctionnement des grandes banques (problématique du too big to fail). Soutenez-vous cela?,"En revanche, la Confédération ne devrait pas intervenir pour sauver des entreprises au bord de la faillite.",AGAINST,fr,X-Stance
122424,Les initiatives populaires doivent-elles être invalidées lorsqu'elles dérogent à la convention européenne des droits de l'homme (CEDH)?,"Le système actuel est fondé sur un énorme mensonge: on fait croire au peuple qu'il peut voter sur tout et n'importe quoi, alors que ce n'est pas le cas: le CEDH donne à n'importe quel citoyen le droit de saisir la justice si ses droits fondamentaux sont bafoués, même par un vote populaire. On ment au peuple lorsqu'on lui fait croire qu'il peut déroger à la CEDH à sa guise. Ou alors demandons au peuple s'il veut dénoncer la CEDH, et on verra la réponse!",FAVOR,fr,X-Stance
122739,Etes-vous favorable à initiative populaire qui demande que le Conseil fédéral soit directement élu par le peuple?,"L'élection par le peuple a actuellement plus de chance de servir le populisme que l'idée de démocratie directe. Par contre, la transparence de cette élection devrait grandement être améliorée, en permettant aux citoyens de savoir comment ont voté ""leurs"" élus.",AGAINST,fr,X-Stance
123632,Êtes-vous favorable à l'introduction d'une taxe CO2 sur les carburants si la Suisse n'atteint pas ses propres objectifs de protection du climat?,"Aujourd'hui les alternatives aux énergies fossiles existent, et l'État se doit d'inciter les consommateurs et consommatrices à les privilégier. 
Il doit par contre s'agir d'une taxe, et non d'un impôt !",FAVOR,fr,X-Stance
123673,Le financement des partis ainsi que des campagnes électorales devrait-il être complètement transparent?,on s'en balance tout sponsor a droit à ses mentors,AGAINST,fr,X-Stance
124413,Pensez-vous qu’il soit justifié que l'État soutienne financièrement la garde extra-familiale des enfants (à l'aide de déductions d'impôts ou de subventions)?,"plus que justifié, nécessaire ! Dans les conditions actuelles du ""marché"" du travail où on approche  une politique tentant d'accroitre la productivité par un contrôle plus sévère des travailleuses et des travailleurs, c'est un minimum.",FAVOR,fr,X-Stance
124434,Êtes-vous en faveur d'un accord de libre-échange agricole avec l'UE ?,La marchandisation et mondialisation  de l'alimentation a créé des dégâts incommensurables sur la terre cultivable et aussi sur la santé humaine. Je suis contre cette tendance et trouve que l'agriculture doit rester à l'échelle locale. Les échanges devant uniquement servir aux produits qui ne pousseraient pas dans notre pays.,AGAINST,fr,X-Stance
124891,Seriez-vous favorables à un plan hospitalier national qui pourrait également mener à la fermeture de certains hôpitaux?,"De trop nombreux hôpitaux ont déjà été fermé ou des services démentelés, forçant dans certaines situations les patients à couvrir de longues distances pour obtenir les soins ou traitements auxquels ils ont droit. Par exemple la fermeture de nombreuses maternités en Suisse romande.",AGAINST,fr,X-Stance
125418,Seriez-vous favorables à un plan hospitalier national qui pourrait également mener à la fermeture de certains hôpitaux?,"Pour un marché libre de la santé, contre un trop grande implication de l'Etat",AGAINST,fr,X-Stance
125672,L'accès à la naturalisation facilitée par la Confédération doit-il être rendu plus difficile?,"Au contraire: il est aberrant que des personnes nées en Suisse, qui ont notre accent, participent aux activités des sociétés locales, travaillent et paient des impôts, soient découragés de devenir Suisses à cause de tracasseries administratives.",AGAINST,fr,X-Stance
125681,L'acquisition d'une propriété d'habitation habitée par le propriétaire lui-même doit-elle être encouragée de manière plus importante grâce à des déductions d'impôts pour l'épargne logement?,Les déséquilibres du marché immobilier en Suisse peuvent s'expliquer par le fait qu'il est très difficile d'accéder à la propriété.,FAVOR,fr,X-Stance
127913,"En Suisse, l'interruption de grossesse est autorisée pendant les douze premières semaines de la grossesse. Êtes-vous d'accord avec cela?","Il faut au contraire responsabiliser les gens sur la portée de l'acte sexuel, qui est d'abord un acte de procréation avant un plaisir. La vie humaine commence à la conception. Dépénaliser l'avortement, c'est déresponsabiliser les citoyens, c'est permettre le meurtre au nom de la liberté individuelle.",AGAINST,fr,X-Stance
128184,L'acquisition d'une propriété d'habitation habitée par le propriétaire lui-même doit-elle être encouragée de manière plus importante grâce à des déductions d'impôts pour l'épargne logement?,"La propriété privée du logement donne une assurance que la location ne donne pas. Dans ce sens il faut toutefois privilégier l'accession à la propriété privée du logement dans des habitats groupés privilégiant l'efficacité énergétique, les énergies renouvelables et la biodiversité.",FAVOR,fr,X-Stance
128821,L'acquisition d'une propriété d'habitation habitée par le propriétaire lui-même doit-elle être encouragée de manière plus importante grâce à des déductions d'impôts pour l'épargne logement?,"Un modèle de suppression de la valeur locative doit s'imposer, spéciallement pour les retraités n'ayant que leur résidence principale comme fortune!",FAVOR,fr,X-Stance
142508,"Êtes-vous favorable à l'introduction de péages routiers (""Road pricing"") pour le transport individuel motorisé sur les routes très fréquentées?","Il faut envisager la solution de manière multimodale. La tarification de la mobilité vise une utilisation plus efficace des capacités routières et ferroviaire, contrairement au Road pricing qui ne vise qu'à limiter le trafic routier.",AGAINST,fr,X-Stance
142771,Les personnes assurées devraient-elles contribuer davantage aux coûts de la santé (p. ex. en augmentant la franchise minimale)?,"Il est important de responsabiliser le patient, mais le premier remède pour diminuer les coûts de la santé est de créer une assurance unique publique.",FAVOR,fr,X-Stance
142773,Une initiative demande que les subsides aux assurances maladie soient conçus de manière à ce que personne n'ait à consacrer plus de dix pour cent de son revenu disponible au paiement des primes. Soutenez-vous cette proposition?,Oui à ce que chaque personne n'ait à consacrer plus de 10% de son revenu au paiement des primes. Mais non à cette méthode des subsides. Le remède est l'assurance unique publique.,AGAINST,fr,X-Stance
143552,Êtes-vous en faveur de l'abaissement de l'âge de vote à 16 ans?,Je ne suis pas en faveur d'un décalage entre la majorité civile et la majorité politique.,AGAINST,fr,X-Stance
143582,Êtes-vous en faveur de l'abaissement de l'âge de vote à 16 ans?,"Avant d'octroyer le droit de vote, il faudrait donner une vraie éducation citoyenne aux jeunes.",AGAINST,fr,X-Stance
143670,La Confédération devrait-elle soutenir davantage les énergies renouvelables?,Par une meilleure affectation de la taxe sur le CO2,FAVOR,fr,X-Stance
145346,La consommation de cannabis devrait-elle être légalisée?,Je ne soutiens pas la consommation mais soutiens la légalisation. Cela permet de mieux encadrer et sensibiliser ainsi que d'internaliser les coûts externes pour la santé générés par les consommateurs.,FAVOR,fr,X-Stance
